product_code,name,category,is_active
10212,南部美人　純米吟醸　愛山　1.8L,日本酒,FALSE
10213,南部美人　純米吟醸　愛山　720ml,日本酒,FALSE
10214,南部美人　純米吟醸　山田錦　1.8L,日本酒,FALSE
10215,南部美人　純米吟醸　山田錦　720ml,日本酒,FALSE
10216,南部美人　純米吟醸　美山錦　1.8L,日本酒,FALSE
10217,南部美人　純米吟醸　美山錦　720ml,日本酒,FALSE
10218,南部美人　純米吟醸　無濾過生原酒　1.8L,日本酒,FALSE
10219,南部美人　純米吟醸　無濾過生原酒　720ml,日本酒,FALSE
10220,南部美人　純米大吟醸　720ml,日本酒,FALSE
10221,睡龍生もとのどぶ生原酒720ml　使用しない,日本酒,FALSE
10222,獺祭　純米大吟醸　磨き二割三分　180ml,日本酒,TRUE
10223,獺祭　純米大吟醸　遠心分離　50％　1.8L,日本酒,FALSE
10224,日高見　純米吟醸　720ml,日本酒,FALSE
10225,日高見　山田錦　純米　720ml,日本酒,FALSE
10226,上喜元　純米吟生原酒　仕込38号　1.8L,日本酒,FALSE
10227,黒牛　純米吟醸　雄町　　1.8L,日本酒,FALSE
10228,御湖鶴　金紋錦　純米吟醸　La Terra　1.8L,日本酒,FALSE
10229,上喜元　純米吟醸　酒和地　1.8L,日本酒,FALSE
10230,國権　山廃　特別純米酒　1.8L,日本酒,FALSE
10231,國権　特別純米　夢の香　1.8L,日本酒,FALSE
10232,國権　純米吟醸　1.8L,日本酒,FALSE
10233,田酒　特別純米　720ml,日本酒,FALSE
10234,白瀑　純米　酒こまち　1.8L,日本酒,FALSE
10235,白瀑『ど辛口』純米酒　1.8L,日本酒,FALSE
10236,白瀑　山本　純米吟醸　1.8L,日本酒,FALSE
10237,白瀑　山本　純米吟醸　720ml,日本酒,FALSE
10238,白瀑　純米吟醸　備前雄町　1.8L,日本酒,FALSE
10239,白瀑　純米吟醸　備前雄町　720ml,日本酒,FALSE
10240,白瀑　純米吟醸原酒　山田錦　1.8L,日本酒,FALSE
10241,白瀑　純米吟醸原酒　山田錦　720ml,日本酒,FALSE
10242,白瀑　特別純米生 酒こまち 6号酵母1.8L,日本酒,FALSE
10243,白瀑　特別純米生 酒こまち 6号酵母 720ml,日本酒,FALSE
10244,白瀑　特別純米生 酒こまち 7号酵母1.8L,日本酒,FALSE
10245,白瀑　特別純米生　酒こまち 7号酵母720ml,日本酒,FALSE
10246,黒龍　つるかめ　セット,日本酒,TRUE
10247,陸奥八仙　ISARIBI純米　火入　1.8L,日本酒,TRUE
10248,陸奥八仙  ISARIBI純米　火入　720ml,日本酒,TRUE
10249,陸奥八仙 純米吟醸 黒ラベル 火入れ　1.8L,日本酒,FALSE
10250,陸奥八仙　特別純米　赤ラベル生　1.8L,日本酒,TRUE
10251,陸奥八仙　槽酒特別純米無ろ過生原酒1.8L,日本酒,FALSE
10252,九頭龍　純米　150ml,日本酒,FALSE
10253,日高見　超辛口　純米　1.8L,日本酒,TRUE
10254,獺祭　純米大吟醸　45　180ml,日本酒,TRUE
10255,獺祭 純米大吟醸 45 温め酒 1.8L,日本酒,FALSE
10256,獺祭　純米大吟醸　三割九分　180ml,日本酒,TRUE
10257,獺祭　純米吟醸50%　180ml,日本酒,FALSE
10258,九頭龍　燗たのしセット,日本酒,FALSE
10259,陸奥八仙 ピンク 吟醸 生酒 1.8L,日本酒,FALSE
10260,陸奥八仙 ピンク 吟醸 生酒 720ml,日本酒,FALSE
10261,陸奥八仙　　ISARIBI純米　生原酒　1.8L,日本酒,FALSE
10262,陸奥八仙　純米吟醸　中汲み生原酒　720ml,日本酒,FALSE
10263,陸奥八仙　夏吟醸 火入れ　1.8Ｌ,日本酒,FALSE
10264,陸奥八仙　夏吟醸 火入れ　720ml,日本酒,FALSE
10265,松の司 生もと純米 720ml,日本酒,TRUE
10266,白瀑　特別純米 吟の精仕込み　1.8L,日本酒,FALSE
10267,白瀑　特別純米 吟の精仕込み　720ml,日本酒,FALSE
10268,九頭龍　逸品　720ml,日本酒,FALSE
10269,白瀑　純米　山田錦　1.8L,日本酒,FALSE
10270,宮寒梅　純米大吟醸　美山錦45%　1.8L,日本酒,TRUE
10271,獺祭　三割九分　発泡にごり生酒　720ml,日本酒,FALSE
10272,獺祭　遠心分離二割三分　箱入り　1.8L,日本酒,FALSE
10273,宮寒梅　特別純米 Mr.Summer Time　1.8L,日本酒,FALSE
10274,宮寒梅　純米吟醸　SPRINGTIME　720ml,日本酒,TRUE
10275,宮寒梅　純米吟醸　SPRINGTIME　1.8L,日本酒,TRUE
10276,獺祭　発泡にごり生酒 50　360ml,日本酒,FALSE
10277,陸奥八仙　特別純米　赤ラベル生酒　720ml,日本酒,TRUE
10278,宮寒梅　醇麗純香　純米大吟醸　生酒　720ml,日本酒,TRUE
10279,日高見 天竺 純米吟醸 愛山 火入 720ml,日本酒,FALSE
10280,陸奥八仙 純吟 黒ラベル 火入れ 720ml,日本酒,FALSE
10281,陸奥八仙　芳醇超辛　純米無濾過生原　1.8L,日本酒,TRUE
10282,日高見　天竺純米吟醸　短稈渡船火入　1.8L,日本酒,FALSE
10283,龍神丸　純米　生原酒　300ml　2本組,日本酒,FALSE
10284,獺祭　三割九分　発泡にごり生酒　360ml,日本酒,FALSE
10285,手取川　吟醸本生　あらばしり　720ml,日本酒,FALSE
10286,手取川　吟醸本生　あらばしり　1.8L,日本酒,FALSE
10287,手取川　純米　吉田蔵　1.8L,日本酒,FALSE
10288,手取川　大吟醸　吉田蔵　1.8L,日本酒,FALSE
10289,出羽桜　特別純米　一耕　本生　1.8L,日本酒,FALSE
10290,出羽桜　特別純米　一耕　本生　720ml,日本酒,FALSE
10291,白瀑　大吟醸　美山錦　720ml,日本酒,FALSE
10292,白瀑　大吟醸　美山錦　1.8L,日本酒,FALSE
10293,日高見　天竺　純米吟醸山田穂　火入れ1.8L,日本酒,FALSE
10294,獺祭　ミニボトル　飲み比べ3本セット,日本酒,TRUE
10295,九頭龍 氷やし酒 1.8L,日本酒,FALSE
10296,九頭龍 氷やし酒 720ml,日本酒,FALSE
10297,宮寒梅　燗酒純米吟醸　冬咲き燗　1.8L,日本酒,TRUE
10298,紀土　純米吟醸　shibata's　1.8L,日本酒,FALSE
10299,黒龍　純吟三十八号＆グラスセット,日本酒,FALSE
10300,獺祭　純米大吟　遠心50％おりがらみ　1.8L,日本酒,FALSE
10301,獺祭　純米大吟　遠心50%おりがらみ　720ml,日本酒,FALSE
10302,獺祭　純米大吟　遠心39%おりがらみ　1.8L,日本酒,FALSE
10303,獺祭　純米大吟　遠心39%おりがらみ　720ml,日本酒,FALSE
10304,鳳凰美田　剣　辛口純米　1.8L,日本酒,TRUE
10305,鳳凰美田　初しぼり純米吟醸　1.8L,日本酒,TRUE
10306,鳳凰美田　初しぼり純米吟醸　720ml,日本酒,TRUE
10307,鳳凰美田 純米大吟醸 水分神 MIKUMARI 火入 720ml,日本酒,FALSE
10308,鳳凰美田 冷卸 純米吟醸 山田錦 720ml,日本酒,FALSE
10309,鳳凰美田 冷卸 純米吟醸 五百万石 720ml,日本酒,FALSE
10310,三重錦　純米　生酒　上槽直詰め　1.8L,日本酒,FALSE
10311,三重錦　純米　生酒　上槽直詰め　720ml,日本酒,FALSE
10312,三重錦　純米吟醸　中取り　火入れ　1.8L,日本酒,FALSE
10313,三重錦　純米　超辛口　火入れ　1.8L,日本酒,FALSE
10314,三重錦　純米大吟山田錦50%　経過簿　1.8L,日本酒,FALSE
10315,三重錦　純米大吟山田錦50%　経過簿　720ml,日本酒,FALSE
10316,鳳凰美田　しぼりたて吟醸　1.8L,日本酒,FALSE
10317,鳳凰美田　しぼりたて吟醸　720ml,日本酒,FALSE
10318,宮寒梅　特別純米中汲み生　美山55%　1.8L,日本酒,FALSE
10319,宮寒梅　特別純米中汲み生　美山55%　720ml,日本酒,FALSE
10320,三重錦　純米　一号うすにごり生　1.8L,日本酒,FALSE
10321,三重錦　純米　一号うすにごり生　720ml,日本酒,FALSE
10322,陸奥八仙　槽酒特別純米無ろ過生原酒720ml,日本酒,FALSE
10323,鳳凰美田　純米吟醸生原酒　碧判　1.8L,日本酒,TRUE
10324,松の司　大吟醸　しずく　720ml,日本酒,FALSE
10325,松の司　大吟醸純米　しずく　720ml,日本酒,FALSE
10326,鳳凰美田　White　Phoenix　1.5L,日本酒,TRUE
10327,鳳凰美田　Gold　Phoenix　750ml,日本酒,TRUE
10328,獺祭　遠心分離二割三分おりがらみ　1.8L,日本酒,FALSE
10329,獺祭 遠心分離 二割三分 元旦届け(箱入) 720ml,日本酒,TRUE
10330,鳳凰美田　Wine cell Sparkling　720ml,日本酒,TRUE
10331,日高見　本醸造初しぼり　1.8L,日本酒,FALSE
10332,日高見　本醸造初しぼり　720ml,日本酒,FALSE
10333,松の司 純米吟醸 楽 しぼりたて 720ml,日本酒,TRUE
10334,鳳凰美田　純米吟醸無濾過生　芳　1.8L,日本酒,TRUE
10335,鳳凰美田　純米吟醸無濾過生　芳　720ml,日本酒,FALSE
10336,鳳凰美田　純米大吟醸無濾過生　赤判　1.8L,日本酒,TRUE
10337,本紀土 純米大吟醸 1.8L,日本酒,TRUE
10338,本紀土 純米大吟醸 720ml,日本酒,TRUE
10339,鳳凰美田　純大吟　生　亀粋　髭判　1.8L,日本酒,TRUE
10340,三重錦　純米二号須弥酒　忍にん（黒）720m,日本酒,FALSE
10341,三重錦　純米　二号うすにごり生　1.8L,日本酒,FALSE
10342,三重錦　純米　二号うすにごり生　720ml,日本酒,FALSE
10343,三重錦　純米二号須弥酒　忍にん（黒）1.8L,日本酒,FALSE
